Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
511692,Ajcon Global Services Ltd.,AJCON,AJCON GLOBAL SERVICES LTD.,Active,X ,10.00,INE759C01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
511696,Chartered Capital & Investment Ltd.,CHRTEDCA,CHARTERED CAPITAL & INVESTMENT LTD.,Active,X ,10.00,INE953B01010,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
511700,Standard Capital Markets Ltd.,STANCAP,STANDARD CAPITAL MARKETS LTD.,Active,XT,10.00,INE625D01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
511702,YOGI LIMITED,YOGI,YOGI Ltd,Active,XT,10.00,INE290E01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
511710,Cubical Financial Services Ltd.,CUBIFIN,CUBICAL FINANCIAL SERVICES LTD.,Active,X ,2.00,INE717D01023,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
511712,Relic Technologies Ltd.,RELICTEC,RELIC TECHNOLOGIES LTD.,Active,X ,10.00,INE452B01013,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
511714,Nimbus Projects Limited,NIMBSPROJ,NIMBUS PROJECTS LTD.,Active,X ,10.00,INE875B01015,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
511716,Escorts Finance Ltd.,ESCORTSFIN,ESCORTS FINANCE LTD.,Active,XT,10.00,INE359A01012,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
511724,BAID FINSERV LIMITED,BAIDFIN,Baid Finserv Ltd,Active,T ,2.00,INE020D01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
511726,Vipul Limited,VIPUL,VIPUL LTD.,Active,T ,1.00,INE946H01037,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
511728,K.Z.Leasing & Finance Ltd.,KZLFIN,K.Z.LEASING & FINANCE LTD.,Active,X ,10.00,INE006C01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
511730,Avasara Finance Limited,AVASARA,Avasara Finance Ltd,Active,XT,10.00,INE759D01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
511736,Ushdev International Ltd,USHDI,USHDEV INTERNATIONAL LTD.,Active,X ,1.00,INE981D01025,Trading - Metals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals,
511738,Mehta Securities Ltd.,MEHSECU,MEHTA SECURITIES LTD.,Active,XT,10.00,INE241B01010,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
511740,Mehta Housing Finance Ltd.,MEHTAHG,MEHTA HOUSING FINANCE LTD.,Active,XT,10.00,INE239B01014,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,
511742,UGRO CAPITAL LIMITED,UGROCAP,Ugro Capital Ltd,Active,B ,10.00,INE583D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
511754,Shalibhadra Finance Ltd.,SAHLIBHFI,SHALIBHADRA FINANCE LTD.,Active,X ,10.00,INE861D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
511756,Abirami Financial Services (India),ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,Active,Z ,10.00,INE195I01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
511758,Mansi Finance (Chennai) Ltd,MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,Active,XT,10.00,INE094E01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
511760,Seven Hill Industries Limited,SEVENHILL,Seven Hill Industries Limited,Active,X ,1.00,INE518D01025,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
511764,Aastamangalam Finance Limited,AASTAFIN,Aastamangalam Finance Ltd,Active,XT,10.00,INE819K01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
511766,Muthoot Capital Services Ltd.,MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.,Active,B ,10.00,INE296G01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
511768,Master Trust Ltd.,MASTERTR,MASTER TRUST LTD.,Active,X ,5.00,INE677D01029,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
512004,"Nilkanth Engineering Ltd.,",ZNILKENG,NILKANTH ENGINEERING LTD.,Active,P ,10.00,INE582V01015,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512008,EFC (I) LIMITED,EFCIL,EFC (I) Ltd,Active,XT,10.00,INE886D01018,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
512014,Sobhagya Merchantile Ltd.,SOBME,SOBHAGYA MERCHANTILE LTD.,Active,XT,10.00,INE754D01018,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512018,CNI Research Ltd,CNIRESLTD,CNI RESEARCH LTD.,Active,X ,1.00,INE135H01029,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
512020,"Saraswati Commercial (India) Ltd.,",ZSARACOM,SARASWATI COMMERCIAL (INDIA) LTD.,Active,X ,10.00,INE967G01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
512022,"Winro Commercial (India) Ltd.,",WINROC,WINRO COMMERCIAL (INDIA) LTD.,Active,XT,10.00,INE837E01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
512024,N.D.Metal Industries Ltd,NDMETAL,N.D.METAL INDUSTRIES LTD.,Active,X ,10.00,INE643D01013,Copper,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Copper,
512025,Inertia Steel Limited,INERTIAST,INERTIA STEEL LTD.,Active,XT,10.00,INE767M01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512026,PH Trading Ltd.,PHTRADING,PH TRADING LTD.,Active,ZP,10.00,INE603D01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
512036,"Kapil Cotex  Ltd.,",KAPILCO,KAPIL COTEX LTD.,Active,XT,10.00,INE393H01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
512038,"Aaswa Trading & Export Ltd.,",ASWTR,AASWA TRADING & EXPORTS LTD.,Active,P ,10.00,INE887D01016,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
512047,Royal India Corporation Limited,ROYALIND,Royal India Corporation Limited,Active,X ,10.00,INE510H01015,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
512048,Luharuka Media & Infra Limited,LUHARUKA,Luharuka Media & Infra Ltd,Active,XT,1.00,INE195E01020,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
512060,"Ventura Guaranty Ltd.,",SHYAM,VENTURA GUARANTY LTD.,Active,P ,10.00,INE139J01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512062,"Sanmitra Commercial Ltd.,",ZSANMCOM,SANMITRA COMMERCIAL LTD.,Active,XT,10.00,INE896J01014,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512063,"Ayoki Mercantile Ltd.,",AYOME,AYOKI MERCANTILE LTD.,Active,P ,10.00,INE048E01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
512064,VISHVPRABHA VENTURES LIMITED,VISVEN,Vishvprabha Ventures Ltd,Active,X ,10.00,INE762D01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512065,"Mrugesh Trading Ltd.,",MRUTR,MRUGESH TRADING LTD.,Active,XT,10.00,INE738D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
512068,Deccan Gold Mines Ltd.,DECNGOLD,DECCAN GOLD MINES LTD.,Active,XT,1.00,INE945F01025,Precious Metals,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Precious Metals,
512070,UPL Limited,UPL,UPL Limited,Active,A ,2.00,INE628A01036,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
512091,"Anshuni Commercials Ltd.,",ANSHNCO,ANSHUNI COMMERCIALS LTD.,Active,XT,10.00,INE425H01016,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
512093,Cranes Software International Ltd.,CRANESSOFT,CRANES SOFTWARE INTERNATIONAL LTD.,Active,X ,2.00,INE234B01023,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,
512097,Saianand Commercial Limited,SAICOM,Saianand Commercial Limited,Active,X ,1.00,INE092G01024,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
512099,EYANTRA VENTURES LIMITED,EY,Eyantra Ventures Ltd,Active,XT,10.00,INE750G01019,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
512101,"Triochem Products Ltd.,",TRIPR,TRIOCHEM PRODUCTS LTD.,Active,XT,10.00,INE331E01013,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
512103,Nidhi Granites Limited,NIDHGRN,NIDHI GRANITES LTD.,Active,X ,10.00,INE276H01013,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,
512109,Aviva Industries Limited,AVIVA,AVIVA INDUSTRIES LTD.,Active,X ,10.00,INE461H01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
512115,Rose Merc.Limited,ROSEMER,ROSE MERC.LTD.,Active,XT,10.00,INE649C01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
512117,"Twin Roses Trades & Agencies Ltd.,",TWIROST,TWIN ROSES TRADES & AGENCIES LTD.,Active,XT,10.00,INE436U01016,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512131,Signet Industries Limited,SIGNETIND,Signet Industries Limited,Active,B ,10.00,INE529F01035,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
512149,Avance Technologies Ltd.,AVANCE,AVANCE TECHNOLOGIES LTD.,Active,XT,10.00,INE758A01056,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,
512153,M LAKHAMSI INDUSTRIES LIMITED,MLINDLTD,M Lakhamsi Industries Ltd,Active,XT,10.00,INE808W01012,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512157,Terraform Realstate Limited,TERRAREAL,Terraform Realstate Limited,Active,P ,10.00,INE123V01018,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512161,SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,Securekloud Technologies Ltd,Active,B ,5.00,INE650K01021,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
512165,ABans Enterprises Limited,ABANSENT,Abans Enterprises Ltd,Active,XT,10.00,INE365O01010,Trading - Metals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals,
512169,Capricorn Systems Global Solutions Ltd.,CAPRICORN,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,Active,XT,10.00,INE968E01012,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512175,Vama Industries Limited,VAMA,VAMA INDUSTRIES LTD.,Active,X ,2.00,INE685D01022,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,
512179,Sunteck Realty Ltd,SUNTECK,SUNTECK REALTY LTD.,Active,A ,1.00,INE805D01034,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
512195,Bentley Commercial Enterprises Ltd.,BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.,Active,P ,10.00,INE496M01017,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512197,"Silver oak Commercial Ltd.,",SILVERO,SILVER OAK COMMERCIAL LTD.,Active,Z ,10.00,INE798C01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
512213,"Classic Electricals Ltd.,",CLASELE,CLASSIC ELECTRICALS LTD.,Active,XT,10.00,INE02BR01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
512215,STEPHANOTIS FINANCE LIMITED,STEPHANOTIS,Stephanotis Finance Ltd,Active,X ,10.00,INE902L01016,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
512217,Prism Medico and Pharmacy Ltd.,PRISMMEDI,PRISM MEDICO AND PHARMACY LTD.,Active,XT,10.00,INE730E01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
512221,SPV GLOBAL TRADING LIMITED,SPVGLOBAL,SPV Global Trading Ltd,Active,XT,10.00,INE177E01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
512229,Veritas (India) Limited,VERITAS,VERITAS (INDIA) LTD.,Active,XT,1.00,INE379J01029,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
512233,Jaybharat Textiles And Real Estate Limited,JAYTEX,JAYBHARAT TEXTILES & REAL ESTATE LTD.,Active,Z ,2.00,INE091E01039,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
512237,Jai Corp Limited,JAICORPLTD,JAI CORP LTD.,Active,A ,1.00,INE070D01027,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,
512245,"Nivi Trading Ltd.,",ZNIVITRD,NIVI TRADING LTD.,Active,P ,10.00,INE552F01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512247,"Ashirwad Capital Ltd.,",ASHCAP,ASHIRWAD CAPITAL LTD.,Active,X ,1.00,INE894A01026,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,Active,X ,1.00,INE895A01023,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,
512261,Bajaj Global Ltd,BAJGLOB,BAJAJ GLOBAL LTD.,Active,XT,10.00,INE553H01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
512267,Media Matrix Worldwide Ltd.,MMWL,MEDIA MATRIX WORLDWIDE LTD.,Active,B ,1.00,INE200D01020,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",
512271,Tashi India Ltd.,TASHIND,TASHI INDIA LTD.,Active,XT,10.00,INE552H01017,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512277,Autoriders International Ltd,AUTOINT,AUTORIDERS INTERNATIONAL LTD.,Active,XT,10.00,INE340U01010,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,
512279,N2N Technologies Limited,NNTL,N2N Technologies Limited,Active,Z ,10.00,INE043F01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512291,"Speedage Commercials Ltd.,",ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.,Active,P ,10.00,INE497M01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
512296,Bhagyanagar India Limited,BHAGYNAGAR,BHAGYANAGAR INDIA LTD.,Active,B ,2.00,INE458B01036,Copper,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Copper,
512297,Shantai Industries Limited,SHANTAI,Shantai Industries Ltd,Active,XT,10.00,INE408F01016,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,
512301,Chambal Breweries & Distilleries Li,CHMBBRW,CHAMBAL BREWERIES & DISTILLERIES LTD.,Active,X ,10.00,INE417N01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
512303,"Mansoon Trading Co. Ltd.,",ZMANSOON,MANSOON TRADING CO.LTD.,Active,P ,10.00,INE776V01013,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
512329,Kintech Renewables Limited,KRL,Kintech Renewables Ltd,Active,XT,10.00,INE385F01016,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
512337,"Mahashree Trading Ltd.,",MAHSHRE,MAHASHREE TRADING LTD.,Active,P ,10.00,INE924T01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
512341,CES Limited,CESL,CES Limited,Active,XT,10.00,INE396F01013,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),
512344,"Aravali Securities & Finance Ltd.,",ARAVALIS,ARAVALI SECURITIES & FINANCE LTD.,Active,XT,10.00,INE068C01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
